Customer ID;Transaction Amount;Date
737770;337.17;2023.03.12
283816;72.08;2023.02.24
960612;862.34;2023.10.12
644720;105.42;2023.08.13
893801;49.17;2023.02.15
446758;1833.69;2023.04.13
357851;32.5;2023.08.01
165835;21.32;2023.04.04
48464;56.29;2023.08.03
135870;189.43;2023.09.18
108155;23.68;2023.04.11
557249;59.18;2023.10.06
366538;174.91;2023.02.06
244924;19.51;2023.06.01
245498;348.0;2023.02.07
718887;34.26;2023.02.03
210752;153.65;2023.09.10
147863;848.9;2023.02.12
859282;1933.83;2023.04.15
379623;106.39;2023.10.12
781902;140.14;2023.05.02
516861;2071.52;2023.09.14
479261;1089.88;2023.04.13
591577;232.86;2023.01.16
429250;671.82;2023.07.26
244592;112.88;2023.02.27
393797;54.81;2023.07.18
424009;2491.76;2023.04.25
955581;77.72;2023.03.05
654405;701.77;2023.07.02
370439;96.6;2023.09.04
611008;44.04;2023.05.14
761545;28.59;2023.05.11
638965;21.52;2023.05.29
150987;469.54;2023.05.19
25731;580.83;2023.02.15
297610;70.45;2023.07.27
304276;118.87;2023.05.05
190533;628.1;2023.05.15
454417;672.53;2023.04.11
795472;1588.52;2023.05.22
245171;189.15;2023.08.10
49493;183.97;2023.05.27
906122;979.14;2023.07.12
120946;2766.29;2023.04.10
636746;184.17;2023.06.06
293854;34.66;2023.01.10
184733;40.76;2023.06.19
501661;187.31;2023.07.12
764962;24.0;2023.04.21
219057;67.61;2023.08.22
422080;159.69;2023.04.17
662333;43.12;2023.01.26
493772;1220.78;2023.06.15
544815;405.98;2023.03.07
501022;1112.29;2023.04.25
424394;40.3;2023.08.01
349002;23.43;2023.05.15
91248;1267.34;2023.04.21
467707;197.51;2023.08.23
407185;51.2;2023.09.29
964191;24.29;2023.03.12
236806;76.98;2023.09.05
98822;15.15;2023.06.20
344437;610.29;2023.10.07
561894;141.13;2023.02.26
608084;295.43;2023.07.07
744477;197.44;2023.10.05
878970;125.92;2023.08.21
401363;1554.49;2023.01.27
643844;66.87;2023.06.24
170707;90.91;2023.08.29
742654;346.92;2023.02.21
362642;45.29;2023.03.11
747186;55.54;2023.05.27
634522;460.52;2023.08.21
977467;726.84;2023.05.17
847358;2886.88;2023.07.21
590731;331.35;2023.09.15
950591;38.9;2023.06.05
202163;85.36;2023.01.12
954269;59.74;2023.05.29
342151;189.14;2023.08.10
280872;122.17;2023.09.13
631206;712.81;2023.06.19
160592;128.28;2023.03.02
544213;109.71;2023.04.04
47162;1359.61;2023.05.02
523449;146.36;2023.03.30
333323;294.7;2023.01.02
709085;830.56;2023.02.27
61562;216.52;2023.07.20
460942;32.55;2023.01.07
682655;312.77;2023.06.29
720972;1408.54;2023.01.31
929633;118.98;2023.02.07
294060;53.37;2023.08.10
563851;89.1;2023.06.29
799149;147.14;2023.04.05
722835;250.07;2023.09.03
890090;662.27;2023.04.23
393405;2758.85;2023.04.10
64595;287.23;2023.08.10
735414;349.77;2023.05.21
572657;416.77;2023.03.05
963455;764.31;2023.09.22
357786;403.96;2023.05.21
418398;46.14;2023.08.21
472624;107.14;2023.04.13
833319;71.95;2023.08.17
598023;456.47;2023.06.09
357597;93.06;2023.02.08
156124;36.03;2023.02.11
868787;188.93;2023.08.08
628141;38.69;2023.05.03
485013;276.71;2023.07.22
914148;293.9;2023.07.21
605389;437.79;2023.02.05
729628;22.34;2023.03.20
764356;67.23;2023.08.24
386355;19.24;2023.06.26
168154;103.86;2023.02.03
917385;842.9;2023.03.31
381505;205.23;2023.08.05
779419;204.05;2023.03.16
392135;472.15;2023.06.01
145744;61.61;2023.07.15
651282;11.93;2023.03.15
703265;128.41;2023.09.18
708261;308.98;2023.08.23
299182;144.25;2023.06.06
923010;245.76;2023.05.01
978688;146.14;2023.03.09
580543;250.13;2023.06.08
522926;305.01;2023.06.03
773383;630.86;2023.10.06
333792;82.43;2023.06.18
697640;2246.3;2023.10.12
989705;179.04;2023.02.09
858004;240.3;2023.06.27
108059;30.51;2023.04.28
65056;1326.2;2023.03.30
214526;79.01;2023.03.29
625413;1045.45;2023.03.12
604337;145.31;2023.01.22
956688;52.66;2023.03.02
593966;2613.97;2023.02.03
74284;1747.7;2023.04.04
576049;817.22;2023.02.03
774561;392.51;2023.01.20
121338;654.4;2023.04.30
619804;296.74;2023.07.26
59530;888.84;2023.09.24
441080;27.4;2023.02.01
967941;466.11;2023.07.04
907141;156.5;2023.08.05
918715;151.46;2023.10.07
831348;1552.23;2023.01.17
626000;64.53;2023.09.14
890265;264.56;2023.07.10
141836;165.63;2023.08.26
569376;145.08;2023.08.07
311931;204.57;2023.09.13
126358;20.63;2023.06.19
606710;1082.01;2023.07.30
567958;231.03;2023.07.14
5028;18.14;2023.09.14
265541;314.17;2023.09.06
920635;88.76;2023.07.14
321319;984.19;2023.05.13
624023;182.49;2023.10.12
797650;46.32;2023.04.08
291100;1525.84;2023.10.02
214296;341.49;2023.01.10
917026;150.65;2023.05.25
745314;181.52;2023.09.05
179642;93.61;2023.08.11
554580;99.84;2023.04.26
395627;188.95;2023.06.02
278680;47.86;2023.01.19
521040;30.99;2023.09.19
106465;807.89;2023.06.23
465006;411.52;2023.06.18
669191;1396.88;2023.07.30
13374;1222.39;2023.03.05
227704;719.68;2023.01.28
146328;59.8;2023.03.23
508907;910.45;2023.08.01
641011;471.04;2023.01.26
663934;2045.56;2023.04.13
522847;14.81;2023.08.20
627275;333.74;2023.01.25
454045;81.6;2023.05.06
677299;51.22;2023.01.28
764023;492.75;2023.09.30
670461;69.04;2023.09.19
139022;955.19;2023.10.07
736744;464.44;2023.02.14
72190;328.76;2023.10.04
269948;44.24;2023.02.15
563330;169.32;2023.03.19
209334;465.85;2023.01.30
883417;1536.15;2023.08.26
251167;225.64;2023.05.19
912992;84.36;2023.02.13
869927;86.32;2023.05.16
622263;72.66;2023.08.21
984552;2588.02;2023.09.08
743507;81.54;2023.04.08
243554;377.3;2023.06.25
733265;171.94;2023.05.11
502941;726.43;2023.09.29
483958;102.24;2023.09.16
575708;48.9;2023.09.25
933395;71.29;2023.03.01
249965;158.97;2023.04.08
778806;56.04;2023.10.06
48832;36.81;2023.02.23
240937;2811.46;2023.10.04
494390;1220.8;2023.07.20
16221;172.15;2023.03.04
963527;251.11;2023.08.19
974670;114.25;2023.03.18
772180;116.95;2023.04.29
93052;150.56;2023.01.27
559952;185.68;2023.01.22
592305;87.69;2023.03.01
657110;992.97;2023.06.12
453024;25.94;2023.03.16
645001;18.32;2023.09.02
183822;67.17;2023.10.05
785688;115.35;2023.02.26
114056;134.11;2023.08.11
759403;535.92;2023.08.09
101119;47.45;2023.04.28
427793;115.39;2023.01.16
252813;405.82;2023.01.24
343184;237.0;2023.08.30
893912;136.42;2023.06.23
932800;165.9;2023.06.23
258298;375.91;2023.05.25
618628;187.81;2023.06.08
753364;57.34;2023.06.05
522955;680.0;2023.07.07
992736;59.28;2023.02.08
775083;141.48;2023.01.01
313605;2401.5;2023.06.04
331376;1631.05;2023.02.13
833933;72.3;2023.07.11
829653;112.75;2023.02.09
688586;57.55;2023.02.14
534371;211.46;2023.01.23
100337;587.89;2023.06.14
574088;231.79;2023.03.24
177382;977.27;2023.05.20
629279;214.19;2023.06.07
902842;44.19;2023.01.27
457388;195.73;2023.02.21
413575;71.87;2023.05.29
412712;118.82;2023.08.22
739121;1580.92;2023.08.11
330565;167.24;2023.01.28
665662;2287.24;2023.08.28
829012;2377.13;2023.06.11
748445;262.48;2023.01.07
153976;27.12;2023.05.12
92007;68.44;2023.09.27
731473;664.95;2023.07.22
266255;56.97;2023.09.21
647298;75.31;2023.02.16
716883;132.69;2023.03.07
574793;92.47;2023.05.05
233952;213.55;2023.07.28
227943;1528.26;2023.01.20
243847;2121.74;2023.08.15
257949;86.14;2023.07.13
780288;1324.93;2023.05.04
619430;186.92;2023.08.19
543087;483.13;2023.01.30
336048;31.93;2023.09.14
827285;97.72;2023.03.12
799285;49.92;2023.04.14
356682;33.89;2023.01.01
538162;37.82;2023.02.18
622120;236.24;2023.01.29
335986;21.28;2023.07.23
963999;487.99;2023.06.18
58686;19.29;2023.05.02
464099;2888.56;2023.05.23
584141;504.59;2023.08.10
236437;624.83;2023.04.26
514561;284.67;2023.02.06
717056;238.52;2023.01.10
124320;66.08;2023.02.14
242582;304.63;2023.05.29
484819;133.74;2023.08.22
871410;81.89;2023.06.24
37188;269.52;2023.07.12
612360;134.22;2023.01.01
63333;132.21;2023.01.08
596200;827.28;2023.07.07
315397;75.53;2023.02.11
867898;955.75;2023.07.23
249257;144.93;2023.10.02
888092;450.46;2023.05.08
115217;235.67;2023.01.23
125816;33.09;2023.03.18
791089;191.76;2023.08.17
634609;94.93;2023.09.06
949461;168.53;2023.05.20
316381;266.11;2023.08.28
454513;1965.26;2023.08.28
594878;796.66;2023.07.08
543228;91.87;2023.02.09
239273;250.14;2023.05.13
174207;90.53;2023.07.31
622111;1754.24;2023.05.17
137163;127.46;2023.08.23
84116;123.63;2023.10.10
35431;2061.06;2023.08.15
171157;154.86;2023.04.14
797713;2201.02;2023.01.07
542064;180.54;2023.04.29
854933;105.85;2023.07.12
905252;113.04;2023.07.10
919105;2804.38;2023.04.14
16151;260.19;2023.09.03
880288;74.92;2023.03.11
223126;39.45;2023.09.04
638370;92.36;2023.04.12
835133;1643.79;2023.01.15
847147;1752.23;2023.04.04
227745;50.88;2023.08.23
386916;15.42;2023.03.17
846513;611.78;2023.10.09
494179;486.13;2023.09.26
414734;854.1;2023.05.03
91360;102.37;2023.03.17
630791;48.44;2023.06.23
721935;1415.81;2023.02.20
475558;539.98;2023.04.30
55016;78.3;2023.06.10
181098;391.98;2023.08.03
219638;164.84;2023.08.27
944777;216.02;2023.07.22
595095;378.99;2023.04.27
218286;647.97;2023.06.28
633704;1317.67;2023.10.03
265137;34.85;2023.06.25
489741;402.14;2023.04.05
54516;240.65;2023.08.27
130517;728.3;2023.03.11
150016;1071.18;2023.04.02
945680;89.68;2023.01.09
795516;12.52;2023.02.16
891561;932.92;2023.10.05
83172;99.67;2023.05.06
637489;176.04;2023.03.17
173014;183.09;2023.10.03
586083;220.16;2023.05.28
120981;71.43;2023.09.21
614697;376.61;2023.10.14
17733;171.83;2023.05.10
384148;1053.46;2023.03.08
379807;90.18;2023.03.25
515561;72.35;2023.04.06
648779;228.65;2023.07.20
71553;2196.06;2023.04.12
843494;77.92;2023.02.02
901294;33.46;2023.04.12
994096;218.72;2023.08.05
204926;455.48;2023.03.04
734458;58.86;2023.06.13
634105;190.17;2023.04.06
429407;12.93;2023.08.27
635403;89.18;2023.05.07
943068;135.29;2023.06.01
586817;260.66;2023.06.09
736769;1470.96;2023.02.08
90021;80.19;2023.08.28
718252;21.39;2023.06.06
100076;79.68;2023.06.19
34818;825.68;2023.08.09
424720;41.88;2023.03.28
433411;165.18;2023.04.17
488772;142.56;2023.08.15
578730;911.34;2023.01.22
721981;14.7;2023.03.12
167115;66.19;2023.02.12
664425;144.55;2023.05.08
891408;185.68;2023.07.25
399153;483.93;2023.09.29
645048;186.09;2023.02.28
842708;125.13;2023.06.05
882617;1380.85;2023.04.15
440508;2569.89;2023.09.26
790794;615.18;2023.08.02
904755;493.94;2023.01.06
113693;36.25;2023.07.24
61762;113.77;2023.02.08
191985;53.53;2023.07.05
881583;865.84;2023.06.18
828100;2884.0;2023.05.02
994610;63.16;2023.06.21
32653;2704.69;2023.09.02
981756;105.65;2023.06.23
893624;23.84;2023.02.16
585968;197.83;2023.07.04
935466;791.42;2023.02.13
520301;118.11;2023.05.06
890378;461.04;2023.04.27
763474;129.98;2023.05.26
401896;95.78;2023.10.10
3673;276.96;2023.02.25
200046;95.87;2023.07.17
29439;924.15;2023.03.27
789798;34.51;2023.02.23
703571;99.82;2023.10.04
295208;860.21;2023.05.06
634388;40.43;2023.06.25
819821;255.0;2023.10.04
442384;217.88;2023.03.24
675119;38.47;2023.08.03
431890;123.45;2023.08.05
923125;650.78;2023.05.03
746024;292.24;2023.07.29
45727;44.43;2023.05.09
390902;120.48;2023.07.19
876508;120.99;2023.07.03
31313;27.21;2023.04.14
918445;188.42;2023.08.10
170517;107.97;2023.01.02
584293;74.55;2023.07.03
403710;641.91;2023.01.30
437988;222.48;2023.02.17
159125;983.54;2023.06.04
171613;706.67;2023.04.15
454907;33.39;2023.05.08
982904;191.49;2023.09.06
390791;132.88;2023.06.15
561066;105.56;2023.08.09
132437;47.88;2023.03.19
740760;283.75;2023.05.10
743462;91.6;2023.04.16
150130;1496.95;2023.10.14
604880;331.5;2023.02.14
187348;92.37;2023.01.16
498315;322.33;2023.04.02
854935;1309.64;2023.01.30
20230;735.15;2023.03.13
975230;120.7;2023.02.11
386523;293.8;2023.01.24
873902;377.55;2023.04.16
997748;902.3;2023.05.08
602153;846.9;2023.04.08
211302;241.65;2023.07.07
746633;248.19;2023.10.09
809895;613.55;2023.01.28
631896;79.45;2023.02.05
870745;163.27;2023.04.25
38085;28.6;2023.05.24
348296;184.27;2023.02.12
96843;383.61;2023.09.30
259972;425.24;2023.09.24
646284;58.6;2023.07.14
254574;18.15;2023.06.30
804326;219.46;2023.08.09
812718;109.09;2023.06.02
510598;89.42;2023.02.01
714248;54.79;2023.07.04
409950;97.18;2023.08.04
306757;96.21;2023.07.15
610016;89.11;2023.10.07
823817;400.35;2023.07.29
630141;117.82;2023.06.08
419206;2910.96;2023.07.14
552801;101.82;2023.03.06
687849;53.42;2023.08.29
824130;19.09;2023.09.08
143089;289.87;2023.05.08
3176;1500.25;2023.07.25
252445;75.24;2023.08.13
317962;49.78;2023.07.18
629191;144.68;2023.02.23
693496;462.33;2023.04.14
804627;70.45;2023.05.10
243962;448.11;2023.10.09
645450;91.12;2023.10.03
184949;266.43;2023.05.14
936212;294.08;2023.08.24
400620;136.48;2023.07.25
27743;492.54;2023.07.11
508528;66.61;2023.08.05
663209;180.08;2023.09.28
140155;31.49;2023.09.16
594651;16.31;2023.09.22
51171;313.09;2023.08.03
119323;2793.19;2023.09.29
576373;82.85;2023.07.22
939031;265.09;2023.03.13
981589;380.32;2023.10.11
531471;10.43;2023.06.17
418747;36.46;2023.06.23
698698;107.92;2023.04.22
278235;40.79;2023.01.08
679525;274.61;2023.09.28
851582;580.03;2023.02.04
38318;98.55;2023.07.16
597731;221.68;2023.04.05
373789;255.05;2023.03.04
996206;95.0;2023.05.14
147943;385.63;2023.03.16
979163;21.83;2023.05.17
702044;48.58;2023.01.11
939442;460.93;2023.07.28
762476;149.29;2023.07.24
164721;28.56;2023.04.08
401041;973.4;2023.02.04
683117;61.41;2023.01.17
280659;125.21;2023.05.07
57198;165.49;2023.04.25
470449;362.55;2023.09.06
657764;192.52;2023.04.27
868585;368.01;2023.05.10
622927;365.44;2023.09.27
347414;2788.5;2023.01.13
48026;157.72;2023.10.02
519413;808.62;2023.06.05
943900;89.09;2023.03.18
161758;2202.43;2023.02.17
543821;2229.45;2023.03.18
606902;425.46;2023.04.29
942423;53.94;2023.01.16
881297;80.47;2023.08.27
740784;311.52;2023.02.22
237017;87.04;2023.02.04
581057;73.54;2023.07.20
879025;178.93;2023.07.20
729972;113.9;2023.01.15
450826;118.15;2023.05.22
201322;61.32;2023.05.17
961950;481.2;2023.10.11
183572;163.69;2023.03.01
452583;261.33;2023.02.17
849410;309.57;2023.05.28
921068;29.03;2023.08.14
381955;50.34;2023.03.28
344908;928.39;2023.04.20
3604;20.04;2023.10.07
497673;1553.57;2023.02.24
260941;46.35;2023.05.13
707926;53.51;2023.05.30
417;172.07;2023.08.31
839640;215.09;2023.01.03
279088;87.23;2023.04.20
481860;67.28;2023.10.01
643154;623.7;2023.06.07
417643;442.89;2023.02.24
51055;2223.97;2023.05.12
583148;273.71;2023.06.19
847280;19.95;2023.04.27
910212;217.28;2023.09.23
447510;100.0;2023.02.01
549520;258.18;2023.03.09
362349;374.26;2023.06.14
258525;165.58;2023.02.27
908196;124.51;2023.07.30
320905;11.68;2023.01.09
465860;135.96;2023.01.23
952142;73.3;2023.02.27
299824;23.02;2023.05.27
282061;1450.77;2023.03.22
103743;666.1;2023.08.11
764835;363.26;2023.05.16
668000;22.53;2023.03.29
9903;151.19;2023.02.24
697065;246.24;2023.02.20
259650;34.51;2023.07.19
868575;190.98;2023.07.03
636844;31.72;2023.09.22
922238;340.38;2023.06.04
772846;11.97;2023.07.13
813330;879.5;2023.02.24
648632;194.57;2023.03.31
208530;163.7;2023.05.15
239803;39.34;2023.04.06
986162;196.11;2023.05.31
724881;79.38;2023.06.22
752380;297.14;2023.06.17
424978;448.21;2023.08.07
610649;2238.69;2023.04.23
70620;662.73;2023.07.20
434967;245.32;2023.01.05
617320;899.38;2023.05.02
513423;172.02;2023.04.03
162471;333.92;2023.03.01
353622;125.53;2023.09.17
109451;33.25;2023.02.13
479285;99.33;2023.03.25
870575;81.68;2023.08.22
642828;898.09;2023.07.01
301680;160.54;2023.08.05
108172;83.97;2023.02.06
990185;121.13;2023.01.20
923232;37.29;2023.08.30
847779;892.82;2023.06.08
14491;49.45;2023.09.11
787801;42.75;2023.08.09
551331;83.58;2023.03.13
778710;867.11;2023.02.05
289645;201.64;2023.03.21
134495;24.12;2023.06.21
919448;109.97;2023.09.09
662405;129.61;2023.10.08
66611;135.88;2023.07.22
15055;13.77;2023.06.05
429678;359.26;2023.09.27
71594;90.76;2023.02.28
956169;138.69;2023.01.11
181390;73.13;2023.01.05
159982;84.68;2023.07.04
861610;1969.66;2023.03.13
792201;874.66;2023.02.22
448384;1514.48;2023.09.19
27342;219.31;2023.04.22
350469;242.29;2023.08.13
13937;762.87;2023.07.28
50277;523.98;2023.07.16
661494;881.55;2023.08.14
668871;44.91;2023.01.18
664898;564.03;2023.02.02
495147;1568.65;2023.04.22
753107;18.18;2023.04.01
23921;202.15;2023.09.13
666209;86.27;2023.04.10
252321;174.92;2023.06.14
263641;379.87;2023.03.30
72807;82.35;2023.08.25
981366;56.7;2023.02.27
751021;2541.12;2023.09.23
975462;461.51;2023.06.08
127222;64.31;2023.09.06
843408;606.07;2023.01.17
34886;2175.75;2023.02.01
241325;119.37;2023.03.06
963646;96.22;2023.07.10
569233;255.43;2023.07.05
944881;35.12;2023.05.24
982263;1408.99;2023.01.23
268775;386.46;2023.05.05
306031;38.6;2023.01.24
409588;118.59;2023.04.17
495817;69.58;2023.05.04
62425;97.85;2023.04.11
859021;2561.51;2023.05.24
564987;2674.24;2023.10.14
882851;210.14;2023.05.03
365108;400.42;2023.08.21
169885;362.22;2023.02.03
684209;95.71;2023.09.16
468260;967.71;2023.09.13
666460;68.52;2023.07.12
949239;221.15;2023.06.11
118434;231.63;2023.03.07
864251;78.95;2023.10.01
830349;163.85;2023.10.08
196142;194.12;2023.03.03
232810;496.84;2023.06.18
105014;32.02;2023.02.12
257402;2240.54;2023.03.16
508248;59.38;2023.03.01
186836;90.57;2023.06.17
495888;262.55;2023.04.13
363752;19.59;2023.01.27
844614;336.66;2023.07.25
811983;36.9;2023.08.11
691769;131.5;2023.09.02
105072;291.98;2023.05.30
263487;758.84;2023.02.24
772322;196.15;2023.02.24
361538;60.89;2023.03.16
493625;2527.55;2023.07.16
540108;85.34;2023.07.21
784697;106.83;2023.04.06
503663;221.73;2023.04.23
874548;347.41;2023.05.30
277104;232.8;2023.05.08
999288;68.89;2023.02.12
45014;254.08;2023.09.01
320690;58.73;2023.01.05
717759;166.62;2023.05.09
569750;728.46;2023.01.12
82336;765.51;2023.02.27
194022;126.18;2023.04.07
136964;55.52;2023.09.03
446158;293.08;2023.05.16
437721;17.96;2023.01.10
499492;45.0;2023.07.25
723240;123.25;2023.09.06
685639;375.57;2023.10.12
200654;87.77;2023.01.29
761622;546.62;2023.05.31
183162;741.34;2023.06.28
384340;2530.78;2023.01.15
347611;26.56;2023.06.12
628170;92.67;2023.08.02
924097;1706.47;2023.06.08
790790;85.19;2023.07.16
398475;102.03;2023.07.09
607713;224.44;2023.02.01
126991;137.9;2023.04.30
165182;458.39;2023.10.04
365425;255.81;2023.07.17
72889;902.06;2023.06.06
848138;40.73;2023.05.09
176597;283.48;2023.08.18
562437;19.75;2023.06.19
159649;1273.39;2023.04.27
825446;128.36;2023.10.09
188345;1341.25;2023.02.09
528792;37.6;2023.08.26
461075;244.82;2023.07.01
445341;60.37;2023.05.23
276416;28.14;2023.07.01
284142;24.65;2023.07.23
805913;944.83;2023.04.03
431934;58.53;2023.09.16
404651;30.84;2023.01.30
347163;43.51;2023.03.06
292499;2506.61;2023.01.04
303163;52.64;2023.08.04
625024;28.4;2023.03.05
697395;30.75;2023.04.24
449079;21.0;2023.02.21
262778;422.41;2023.01.13
639584;534.1;2023.08.28
935351;84.36;2023.09.16
956816;94.14;2023.01.15
684839;109.28;2023.05.19
539579;22.44;2023.07.19
586279;2159.46;2023.02.08
862084;63.3;2023.08.18
645702;427.35;2023.09.14
122073;158.4;2023.03.20
17123;797.24;2023.08.30
695836;124.93;2023.09.23
673579;171.5;2023.04.22
126285;210.78;2023.09.18
624876;65.2;2023.08.17
657882;62.46;2023.04.21
441274;353.69;2023.07.21
446239;264.84;2023.08.07
500111;336.67;2023.01.08
54502;2646.78;2023.01.15
278894;62.86;2023.05.21
1335;27.17;2023.03.10
812660;32.7;2023.05.28
4198;75.34;2023.05.18
810660;100.52;2023.01.12
894506;169.24;2023.05.30
288002;239.99;2023.04.21
9664;256.69;2023.10.01
476244;60.89;2023.01.20
391458;252.77;2023.04.13
143394;16.1;2023.05.27
124109;75.45;2023.03.31
439753;447.3;2023.09.14
805481;207.67;2023.03.22
933039;164.66;2023.07.25
753599;217.67;2023.01.31
110173;326.19;2023.08.27
289563;170.69;2023.02.23
984365;136.43;2023.06.02
392795;18.55;2023.06.11
317562;354.19;2023.10.14
374375;82.24;2023.04.22
644361;207.67;2023.09.15
655175;474.35;2023.03.31
114743;49.59;2023.06.07
766837;113.48;2023.10.04
498386;1782.26;2023.09.11
333361;137.94;2023.09.14
74156;230.16;2023.08.14
593118;533.14;2023.07.21
328522;281.41;2023.03.21
839969;81.72;2023.06.18
865941;94.36;2023.01.15
102259;104.71;2023.09.26
595939;172.57;2023.07.28
356422;124.71;2023.09.01
92821;86.34;2023.08.19
164602;49.58;2023.03.07
872418;299.18;2023.04.09
782716;405.89;2023.01.16
583097;931.87;2023.05.01
823860;244.74;2023.10.08
242352;424.24;2023.08.12
402687;386.95;2023.07.28
444227;373.32;2023.07.22
502579;335.36;2023.09.27
475964;287.68;2023.01.26
82619;99.14;2023.09.01
591010;129.42;2023.04.08
644616;86.42;2023.04.15
870360;651.43;2023.07.11
331196;93.26;2023.04.28
525348;77.1;2023.04.11
957121;96.66;2023.09.30
971429;382.05;2023.03.23
58396;132.53;2023.06.14
309036;816.08;2023.02.17
566074;68.5;2023.03.02
555934;1914.86;2023.02.08
275884;1233.89;2023.07.28
758714;101.42;2023.04.20
688981;654.56;2023.05.30
270349;89.69;2023.02.10
819485;164.9;2023.02.19
203243;91.67;2023.06.14
576756;2925.37;2023.05.07
483676;18.19;2023.02.03
664466;229.07;2023.06.13
728785;71.9;2023.01.12
939602;71.02;2023.02.03
535744;1207.87;2023.02.26
509655;211.63;2023.06.28
600853;153.48;2023.07.13
39505;331.25;2023.09.07
237761;556.41;2023.10.08
476067;14.51;2023.06.07
578761;195.38;2023.02.22
12221;41.06;2023.09.07
656947;141.63;2023.06.14
969043;42.62;2023.07.16
62584;372.39;2023.04.26
679314;195.16;2023.01.27
152210;88.58;2023.09.30
911254;719.29;2023.05.22
979360;98.12;2023.05.07
233501;55.7;2023.06.28
915063;248.23;2023.03.04
57868;192.01;2023.06.04
975693;75.3;2023.01.02
690285;463.22;2023.05.29
118203;44.4;2023.10.01
758534;2911.9;2023.05.24
17727;457.32;2023.09.17
964780;431.22;2023.04.14
915021;160.0;2023.05.14
941485;182.19;2023.01.31
357764;163.5;2023.09.02
892507;85.73;2023.06.30
689973;198.31;2023.10.09
498739;766.05;2023.08.03
331974;192.76;2023.06.27
697973;61.64;2023.05.22
710528;159.43;2023.08.29
982595;106.49;2023.04.21
699562;383.55;2023.07.21
691317;271.53;2023.09.15
83214;43.96;2023.01.02
574677;37.06;2023.06.11
274715;28.59;2023.02.02
341335;175.62;2023.07.20
240889;61.86;2023.03.08
620317;1424.54;2023.08.18
224479;47.48;2023.04.25
503964;136.8;2023.08.29
53033;162.71;2023.08.01
60516;66.58;2023.09.21
407959;21.2;2023.07.10
220681;35.57;2023.05.24
63660;260.72;2023.03.19
284953;205.93;2023.05.01
325412;1103.25;2023.09.01
25947;29.49;2023.06.20
746998;37.26;2023.01.08
781463;93.88;2023.10.12
143385;262.99;2023.06.24
398494;780.8;2023.03.25
562776;2004.69;2023.04.03
498796;136.57;2023.04.17
579271;29.91;2023.07.07
739226;253.28;2023.09.29
426914;11.58;2023.02.07
875582;247.5;2023.09.27
464373;277.21;2023.08.07
284358;359.09;2023.08.16
802084;201.06;2023.05.25
98114;62.66;2023.01.29
207573;168.7;2023.09.03
292603;108.29;2023.02.23
161653;181.69;2023.08.30
327703;17.09;2023.02.06
554930;1331.26;2023.07.03
603551;350.5;2023.02.02
14631;212.66;2023.07.17
489142;556.57;2023.09.29
519082;150.2;2023.06.28
134434;139.3;2023.05.05
48057;309.48;2023.03.13
608686;76.05;2023.04.03
674384;654.27;2023.10.04
773637;223.15;2023.02.05
218494;402.04;2023.08.07
105353;211.3;2023.03.25
603906;99.36;2023.03.25
957939;52.6;2023.01.21
539285;95.34;2023.09.21
151598;147.28;2023.07.26
173294;81.84;2023.04.21
638214;169.03;2023.07.18
336420;16.14;2023.04.11
728580;650.24;2023.02.24
530072;175.21;2023.10.09
431399;16.59;2023.03.08
943200;265.19;2023.09.04
16646;165.33;2023.04.03
980025;92.39;2023.03.07
883458;309.98;2023.05.05
932853;35.03;2023.03.09
567567;491.1;2023.02.27
480768;23.68;2023.07.17
721039;173.0;2023.07.22
657295;817.97;2023.07.02
759487;32.26;2023.04.04
677877;65.18;2023.03.07
799702;158.82;2023.07.01
53772;63.76;2023.06.07
416859;54.71;2023.08.31
666566;564.91;2023.04.27
975168;406.69;2023.03.16
736873;184.0;2023.04.11
894951;436.66;2023.08.10
342216;71.12;2023.10.09
126644;440.25;2023.09.26
892720;129.49;2023.07.08
464228;114.92;2023.05.06
685882;391.48;2023.04.09
576945;220.06;2023.03.29
125627;25.85;2023.08.29
9741;2085.86;2023.01.27
826411;2660.38;2023.05.24
413079;2239.05;2023.09.19
66451;197.58;2023.08.10
308033;84.04;2023.04.18
711679;883.96;2023.03.26
859039;145.64;2023.09.22
778597;2371.5;2023.07.01
934295;440.84;2023.10.06
860761;731.56;2023.08.16
271667;108.22;2023.03.27
386930;60.24;2023.01.09
773822;384.46;2023.06.24
616916;236.77;2023.07.10
783188;131.15;2023.06.02
195410;54.65;2023.03.11
916741;381.48;2023.02.14
163779;58.31;2023.10.13
181867;113.03;2023.04.10
333807;30.16;2023.04.18
81747;143.47;2023.08.05
753480;90.64;2023.04.22
814618;15.16;2023.03.21
510094;1986.94;2023.10.13
491989;2935.34;2023.04.01
49975;2201.69;2023.01.31
196776;27.97;2023.01.01
461458;281.33;2023.09.13
248257;83.85;2023.01.27
284131;45.94;2023.02.08
302220;295.44;2023.06.04
861569;224.56;2023.08.24
573661;98.95;2023.09.01
277799;360.21;2023.05.28
450632;488.94;2023.04.13
421732;209.69;2023.06.17
365556;351.15;2023.10.09
869799;24.96;2023.10.04
35935;48.03;2023.05.15
742135;675.77;2023.01.15
372613;2465.91;2023.05.27
444782;72.04;2023.10.04
460027;1678.96;2023.03.12
111761;128.0;2023.09.16
832574;101.52;2023.06.16
236219;16.17;2023.06.20
602451;2191.15;2023.01.09
214414;141.54;2023.01.11
268878;862.73;2023.06.26
352368;91.92;2023.07.17
